Text,LZMA Entropy
train_batch_1.txt,6.492
train_batch_2.txt,6.565333333333332
train_batch_3.txt,6.6677333333333335
train_batch_4.txt,6.671733333333333
train_batch_5.txt,6.607733333333333
train_batch_6.txt,6.666933333333334
train_batch_7.txt,6.2136000000000005
train_batch_8.txt,6.344533333333332
train_batch_9.txt,6.633333333333333
train_batch_10.txt,6.4584
train_batch_11.txt,6.569066666666667
train_batch_12.txt,6.730666666666667
train_batch_13.txt,6.208533333333333
train_batch_14.txt,6.679466666666666
train_batch_15.txt,6.595200000000001
train_batch_16.txt,6.603999999999999
train_batch_17.txt,6.613333333333334
train_batch_18.txt,6.388533333333332
train_batch_19.txt,6.564266666666668
train_batch_20.txt,6.412799999999998
train_batch_21.txt,6.6874666666666664
train_batch_22.txt,6.674666666666667
train_batch_23.txt,6.5928
train_batch_24.txt,6.470666666666666
train_batch_25.txt,6.293431240883873
train_batch_26.txt,6.583733333333332
train_batch_27.txt,6.711199999999999
train_batch_28.txt,6.702933333333334
train_batch_29.txt,6.726400000000001
train_batch_30.txt,6.6384
train_batch_31.txt,6.661066666666666
train_batch_32.txt,6.180800000000001
train_batch_33.txt,6.276533333333333
train_batch_34.txt,6.398666666666666
train_batch_35.txt,6.577333333333333
train_batch_36.txt,6.715733333333333
train_batch_37.txt,6.621333333333333
train_batch_38.txt,6.728533333333335
train_batch_39.txt,6.692800000000001
train_batch_40.txt,6.6072000000000015
train_batch_41.txt,6.175999999999999
train_batch_42.txt,6.570666666666667
train_batch_43.txt,6.316
train_batch_44.txt,6.273333333333333
